INCHIKEY,name,orig_target_ann,target_count,targets,DTXSID
PAZJSJFMUHDSTF-UHFFFAOYSA-N,Alprenolol hydrochloride,Adrenergic Receptor,2,"ADRB1, ADRB2",DTXSID0045127
UJCHIZDEQZMODR-UHFFFAOYSA-N,N-Acetylcysteine amide,Immunology & Inflamm,,,
AURFZBICLPNKBZ-UHFFFAOYSA-N,Allopregnanolone,GABA Receptor,13,"GABRG1, GABRG2, GABRQ, GABRA5, GABRB2, GABRP, GABRG3, GABRD, GABRB1, GABRA6, GABRA4, GABRB3, GABRA1",DTXSID1046342
AOMXMOCNKJTRQP-UHFFFAOYSA-N,Relugolix,Estrogen/progestogen,,,
MQOBSOSZFYZQOK-UHFFFAOYSA-N,Choline Fenofibrate,PPAR,2,"PPARG, PPARA",DTXSID8041030
IWXNYAIICFKCTM-UHFFFAOYSA-N,cariporide,Sodium Channel,1,SLC9A1,DTXSID8047345
QMHSXPLYMTVAMK-UHFFFAOYSA-N,pyrvinium,Anti-infection,,,
PMMYEEVYMWASQN-UHFFFAOYSA-N,L-Hydroxyproline,Others,,,
OYHQOLUKZRVURQ-UHFFFAOYSA-N,Linoleic acid,Others,,,
JOZKFWLRHCDGJA-UHFFFAOYSA-N,Citronellyl acetate,Others,,,
HAMIHZLXXAZNLI-UHFFFAOYSA-N,Palifosfamide,DNA alkylator,,,
KORNTPPJEAJQIU-UHFFFAOYSA-N,Cabergoline,Dopamine Receptor,1,DRD2,DTXSID6022719
SGEGOXDYSFKCPT-UHFFFAOYSA-N,Vilazodone,5-HT Receptor,,,
PHOGQKDIVUJGMJ-UHFFFAOYSA-N,Lercanidipine,Calcium Channel,,,
TTWJBBZEZQICBI-UHFFFAOYSA-N,Metoclopramide,Dopamine Receptor,2,"DRD2, HTR3A",DTXSID6045169
CUUCCLJJOWSASK-UHFFFAOYSA-N,Metronidazole Benzoate,Anti-infection,,,
BYFMCKSPFYVMOU-UHFFFAOYSA-N,Bendazac L-lysine,Others,,,
MFYSYFVPBJMHGN-UHFFFAOYSA-N,Cortisone,Immunology & Inflammation,,,
JQIYNMYZKRGDFK-UHFFFAOYSA-N,"17-Beta-Estradiol-3,17-Dipropionate",Estrogen/progestogen Receptor,,,
STECJAGHUSJQJN-UHFFFAOYSA-N,Scopolamine HBr trihydrate,AChR antagonist,,,
PHIQHXFUZVPYII-UHFFFAOYSA-O,L-Carnitine hydrochloride,Others,,,
VWLHWLSRQJQWRG-UHFFFAOYSA-O,Edrophonium chloride,AChR,1,ACHE,DTXSID1022978
HOZUXBLMYUPGPZ-UHFFFAOYSA-N,JANEX-1,JAK,,,
YVCXQRVVNQMZEI-UHFFFAOYSA-N,WHI-P97,JAK,,,
NJDRXTDGYFKORP-UHFFFAOYSA-N,Garenoxacin,Anti-infection,,,
LDXYBEHACFJIEL-UHFFFAOYSA-N,Anagliptin,DPP-4,,,
SOLUWJRYJLAZCX-UHFFFAOYSA-N,Bictegravir,Integrase,,,
JOATXPAWOHTVSZ-UHFFFAOYSA-N,Celiprolol hydrochloride,Adrenergic Receptor,,,
ZZQMUJGZCZTLQD-UHFFFAOYSA-N,Olanexidine Hydrochloride semihydrate,Anti-infection,,,
COUYJEVMBVSIHV-UHFFFAOYSA-N,Olodaterol hydrochloride,Adrenergic Receptor,,,
NNACHAUCXXVJSP-UHFFFAOYSA-N,Pitolisant hydrochloride,Histamine Receptor,,,
SSOLNOMRVKKSON-UHFFFAOYSA-N,Proguanil,Anti-infection,,,
WECKJONDRAUFDD-UHFFFAOYSA-N,PNU 282987,AChR,,,
UPNUIXSCZBYVBB-UHFFFAOYSA-N,Alvimopan,Opioid Receptor,,,
KKGQTZUTZRNORY-UHFFFAOYSA-N,Fingolimod,S1P Receptor,,,
AVDUGNCTZRCAHH-UHFFFAOYSA-N,pomaglumetad (LY404039),GluR,,,
OVTCHWSLKGENKP-UHFFFAOYSA-N,NXY-059 (Disufenton sodium),Others,,,
OOUGLTULBSNHNF-UHFFFAOYSA-N,Ataluren (PTC124),CFTR,,,
FYSRKRZDBHOFAY-UHFFFAOYSA-N,VX-702,p38 MAPK,,,
RAXXELZNTBOGNW-UHFFFAOYSA-N,Imidazole,Others,,,
IISBACLAFKSPIT-UHFFFAOYSA-N,Bisphenol A,Others,5,"NR1I2, ESR2, AR, ESRRG, ESR1",DTXSID7020182
UOQFZGVGGMHGEE-UHFFFAOYSA-N,Sodium L-lactate,Others,,,
TWBYWOBDOCUKOW-UHFFFAOYSA-N,Isonicotinic acid,Others,,,
IWDCLRJOBJJRNH-UHFFFAOYSA-N,p-Cresol,Others,,,
CVSVTCORWBXHQV-UHFFFAOYSA-N,Creatine monohydrate,Others,,,
AZQWKYJCGOJGHM-UHFFFAOYSA-N,p-Benzoquinone,Others,,,
JWAZRIHNYRIHIV-UHFFFAOYSA-N,2-Naphthol,Others,,,
PYGXAGIECVVIOZ-UHFFFAOYSA-N,Dibutyl sebacate,Others,,,
GUBGYTABKSRVRQ-UHFFFAOYSA-N,Lactose,Others,,,
YAHNGTQFNICUIJ-UHFFFAOYSA-N,(+)-(S)-Carvone,Others,,,
CVHZOJJKTDOEJC-UHFFFAOYSA-N,Saccharin sodium salt hydrate,Others,2,"CA1, CA2",DTXSID5021251
FAQJJMHZNSSFSM-UHFFFAOYSA-N,Phenylglyoxylic acid,Others,,,
XMGQYMWWDOXHJM-UHFFFAOYSA-N,(S)-(−)-Limonene,Others,,,
NPNUFJAVOOONJE-UHFFFAOYSA-N,β-Caryophyllene,Immunology & Inflamm,,,
DBHODFSFBXJZNY-UHFFFAOYSA-N,"2,4-dichlorobenzyl alcohol",Anti-infection,,,
VXVNYCRICCVPTD-UHFFFAOYSA-N,Doxycycline monohydrate,Anti-infection,,,
DCOPUUMXTXDBNB-UHFFFAOYSA-N,Diclofenac acid,COX,2,"PTGS2, PTGS1",DTXSID6022923
CVKMFSAVYPAZTQ-UHFFFAOYSA-N,2-Methylhexanoic acid,Others,,,
GVJHHUAWPYXKBD-UHFFFAOYSA-N,(±)-α-Tocopherol,Vitamin,,,
WRYLYDPHFGVWKC-UHFFFAOYSA-N,Terpinen-4-ol,Anti-infection,,,
MEPFYDHQKHJYRE-UHFFFAOYSA-N,Maltotriose,Others,,,
CKGWFZQGEQJZIL-UHFFFAOYSA-N,Amylmetacresol,Anti-infection,,,
CDAISMWEOUEBRE-UHFFFAOYSA-N,scyllo-Inositol,Others,,,
JOXIMZWYDAKGHI-UHFFFAOYSA-N,p-Toluenesulfonic acid monohydrate,Others,,,
ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine hydrochloride,Others,,,
QWVGKYWNOKOFNN-UHFFFAOYSA-N,o-Cresol,Others,,,
VFCNQNZNPKRXIT-UHFFFAOYSA-N,Malachite green,Others,,,
NLZUEZXRPGMBCV-UHFFFAOYSA-N,Butylated hydroxytoluene,Others,,,
JOOXCMJARBKPKM-UHFFFAOYSA-N,Levulinic acid,Others,,,
HZAXFHJVJLSVMW-UHFFFAOYSA-N,Ethanolamine hydrochloride,Others,,,
HYBBIBNJHNGZAN-UHFFFAOYSA-N,Furfural,Others,,,
XNGIFLGASWRNHJ-UHFFFAOYSA-N,Phthalic acid,Others,,,
ZWLPBLYKEWSWPD-UHFFFAOYSA-N,o-Toluic acid,Others,,,
MOTZDAYCYVMXPC-UHFFFAOYSA-N,Sodium lauryl sulfate,Others,,,
CCRCUPLGCSFEDV-UHFFFAOYSA-N,Methyl cinnamate,Others,,,
DOOTYTYQINUNNV-UHFFFAOYSA-N,Triethyl citrate,Others,,,
AFNIGYOBGXVNEF-UHFFFAOYSA-N,(R)-Serine,Others,,,
NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,Others,,,
YNBADRVTZLEFNH-UHFFFAOYSA-N,Methyl nicotinate,Others,,,
CDNLAQOKAXRAOM-UHFFFAOYSA-N,Tartaric acid,Others,,,
WQEPLUUGTLDZJY-UHFFFAOYSA-N,Pentadecanoic acid,Others,,,
PKLPQOJFHFGVBS-UHFFFAOYSA-N,Sodium dehydroacetate,Anti-infection,,,
XXRCUYVCPSWGCC-UHFFFAOYSA-N,Ethyl pyruvate,Immunology & Inflamm,,,
RWRDLPDLKQPQOW-UHFFFAOYSA-N,Pyrrolidine,Others,,,
SIOXPEMLGUPBBT-UHFFFAOYSA-N,Picolinic acid (PCL 016),Immunology & Inflamm,,,
UOQFZGVGGMHGEE-UHFFFAOYSA-N,L-Lactic acid,Others,,,
KKEYFWRCBNTPAC-UHFFFAOYSA-N,Terephthalic acid,Others,,,
MBLBDJOUHNCFQT-UHFFFAOYSA-N,N-Acetylglucosamine,Others,,,
DNIAPMSPPWPWGF-UHFFFAOYSA-N,"1,2-Propanediol",Others,,,
QGZKDVFQNNGYKY-UHFFFAOYSA-N,Ammonium formate,Others,,,
WHUUTDBJXJRKMK-UHFFFAOYSA-N,(S)-Glutamic acid,GluR,4,"GRIK2, GRM1, GRM4, GRM2",DTXSID5020659
AEMRFAOFKBGASW-UHFFFAOYSA-N,Glycolic acid,Others,,,
WTARULDDTDQWMU-UHFFFAOYSA-N,(−)-β-Pinene,Others,,,
ZMZDMBWJUHKJPS-UHFFFAOYSA-N,Sodium Thiocyanate,Others,1,CA2,DTXSID4021343
CBXCPBUEXACCNR-UHFFFAOYSA-N,Tetraethylammonium bromide,Potassium Channel,2,"SLC22A2, SLC22A1",DTXSID2045024
GHXZTYHSJHQHIJ-UHFFFAOYSA-N,Chlorhexidine diacetate,Anti-infection,,,
YCIMNLLNPGFGHC-UHFFFAOYSA-N,Catechol,Others,1,CA2,DTXSID3020257
JXLNWQURODGVRM-UHFFFAOYSA-N,Sodium phytate hydrate,Others,,,
CAHKINHBCWCHCF-UHFFFAOYSA-N,N-Acetyl-L-tyrosine,Others,,,
RLSSMJSEOOYNOY-UHFFFAOYSA-N,m-Cresol,Others,,,
ISYWECDDZWTKFF-UHFFFAOYSA-N,Nonadecanoic acid,Others,,,
WXYXERHRDKEISL-UHFFFAOYSA-N,L-(+)-Arabinose,Others,,,
QGXBDMJGAMFCBF-UHFFFAOYSA-N,Androsterone,Androgen Receptor,,,
ZOIBZSZLMJDVDQ-UHFFFAOYSA-N,EPZ005687,Histone Methyltransferase,,,
ACWZRVQXLIRSDF-UHFFFAOYSA-N,"Binimetinib (MEK162, ARRY-162, ARRY-438162)",MEK,,,
UFPFGVNKHCLJJO-UHFFFAOYSA-N,LCL161,IAP,,,
OXMFMXFBPUMYOH-UHFFFAOYSA-N,GDC-0152,IAP,,,
QHADVLVFMKEIIP-UHFFFAOYSA-N,Merestinib (LY2801653),c-Met,,,
PKWRMUKBEYJEIX-UHFFFAOYSA-N,Birinapant,IAP,,,
QYBGBLQCOOISAR-UHFFFAOYSA-N,VS-5584 (SB2343),PI3K,,,
LQEIDFGJVUFQAZ-UHFFFAOYSA-N,Embelin,IAP,,,
SJVQHLPISAIATJ-UHFFFAOYSA-N,"Duvelisib (IPI-145, INK1197)",PI3K,,,
HYNBNUYQTQIHJK-UHFFFAOYSA-N,AZD2461,PARP,,,
QBGKPEROWUKSBK-UHFFFAOYSA-N,RG-7112,Mdm2,,,
LNFBAYSBVQBKFR-UHFFFAOYSA-N,XL388,mTOR,,,
HTUBKQUPEREOGA-UHFFFAOYSA-N,PD168393,EGFR,1,EGFR,DTXSID80274444
JMEYDSHPKCSIJC-UHFFFAOYSA-N,AZD3514,Androgen Receptor,,,
OKIFNFBLSKVOOO-UHFFFAOYSA-N,Brefeldin A,"ATPase,Autophagy",,,
SWZXEVABPLUDIO-UHFFFAOYSA-N,Oprozomib (ONX 0912),Proteasome,,,
GKJCVYLDJWTWQU-UHFFFAOYSA-N,LY2874455,"FGFR,VEGFR",,,
MJUVRTYWUMPBTR-UHFFFAOYSA-N,Tezacaftor?(VX-661),CFTR,,,
HRJWTAWVFDCTGO-UHFFFAOYSA-N,LY2090314,GSK-3,,,
AHYMHWXQRWRBKT-UHFFFAOYSA-N,Tepotinib (EMD 1214063),c-Met,,,
SGIWFELWJPNFDH-UHFFFAOYSA-N,T0901317,Liver X Receptor,4,"RORA, NR1H3, RORC, NR1H2",DTXSID6040618
VERWOWGGCGHDQE-UHFFFAOYSA-N,Ceritinib (LDK378),ALK,1,ALK,DTXSID10725373
WHMXDBPHBVLYRC-UHFFFAOYSA-N,GSK923295,Kinesin,,,
UOZZDEYFDFKHQS-UHFFFAOYSA-N,Zotarolimus(ABT-578),mTOR,,,
AYCPARAPKDAOEN-UHFFFAOYSA-N,PF-3758309,PAK,,,
WSMQUUGTQYPVPD-UHFFFAOYSA-N,HSP990 (NVP-HSP990),HSP (e.g. HSP90),,,
YSTVFDAKLDMYCR-UHFFFAOYSA-N,PD123319,RAAS,,,
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,Taselisib (GDC 0032),PI3K,,,
MCUJKPPARUPFJM-UHFFFAOYSA-N,AZD1208,Pim,,,
YTRRAUACYORZLX-UHFFFAOYSA-N,NLG919,IDO,,,
DGWXOLHKVGDQLN-UHFFFAOYSA-N,NU6027,CDK,,,
YUTIXVXZQIQWGY-UHFFFAOYSA-N,AMG-517,TRPV,1,TRPV1,DTXSID90216178
VWVYILCFSYNJHF-UHFFFAOYSA-N,Go6976,"FLT3,JAK,PKC",,,
VWMJHAFYPMOMGF-UHFFFAOYSA-N,MLN2480,Raf,,,
LHGWWAFKVCIILM-UHFFFAOYSA-N,XL888,HSP (e.g. HSP90),,,
NSQSAUGJQHDYNO-UHFFFAOYSA-N,Tazemetostat (EPZ-6438),Histone Methyltransferase,,,
LKZLGMAAKNEGCH-UHFFFAOYSA-N,P5091 (P005091),DUB,,,
XXYGTCZJJLTAGH-UHFFFAOYSA-N,LGK-974,Wnt/beta-catenin,,,
JCINBYQJBYJGDM-UHFFFAOYSA-N,BMS-911543,JAK,,,
BLTVBQXJFVRPFK-UHFFFAOYSA-N,AZD1080,GSK-3,,,
XFILPEOLDIKJHX-UHFFFAOYSA-N,Batimastat (BB-94),MMP,,,
OCSMOTCMPXTDND-UHFFFAOYSA-N,Marimastat (BB-2516),MMP,3,"MMP1, MMP3, ADAM17",DTXSID20165524
NITYDPDXAAFEIT-UHFFFAOYSA-N,"Ilomastat (GM6001, Galardin)",MMP,1,MMP2,DTXSID0046353
UZWDCWONPYILKI-UHFFFAOYSA-N,abemaciclib (LY2835219),CDK,,,
SFNSLLSYNZWZQG-UHFFFAOYSA-N,Glasdegib (PF-04449913),Hedgehog/Smoothened,,,
DFTIJIITKGLYIH-UHFFFAOYSA-N,Motolimod (VTX-2337),TLR,,,
LMMJFBMMJUMSJS-UHFFFAOYSA-N,RO5126766 (CH5126766),Raf,,,
RGYQPQARIQKJKH-UHFFFAOYSA-N,GKT137831,NADPH-oxidase,,,
KXBDTLQSDKGAEB-UHFFFAOYSA-N,"Spebrutinib (CC-292, AVL-292)",BTK,,,
CAOTVXGYTWCKQE-UHFFFAOYSA-N,Opaganib (ABC294640),S1P Receptor,,,
KIHYPELVXPAIDH-UHFFFAOYSA-N,BAF312 (Siponimod),S1P Receptor,,,
AAAQFGUYHFJNHI-UHFFFAOYSA-N,I-BET-762,Epigenetic Reader Domain,,,
GEVVQZHMFVFGLN-UHFFFAOYSA-N,PF-04620110,Transferase,,,
TVTXCJFHQKSQQM-UHFFFAOYSA-N,Idasanutlin (RG-7388),Mdm2,,,
LWJGMYMNSNVCEM-UHFFFAOYSA-N,PF-04418948,Immunology & Inflammation related,,,
KKYABQBFGDZVNQ-UHFFFAOYSA-N,Losmapimod (GW856553X),p38 MAPK,,,
QNQZWEGMKJBHEM-UHFFFAOYSA-N,Alvelestat (AZD9668),Serine Protease,,,
VFOKSTCIRGDTBR-UHFFFAOYSA-N,GS-9620,TLR,,,
BKQFRNYHFIQEKN-UHFFFAOYSA-N,Erastin,Ferroptosis,,,
DEVSOMFAQLZNKR-UHFFFAOYSA-N,Selinexor (KPT-330),CRM1,,,
FHCSBLWRGCOVPT-UHFFFAOYSA-N,AZD2858,GSK-3,,,
QHLVBNKYJGBCQJ-UHFFFAOYSA-N,NMS-P937 (NMS1286937),PLK,,,
QZPQTZZNNJUOLS-UHFFFAOYSA-N,Beta-Lapachone,Topoisomerase,,,
XPRDUGXOWVXZLL-UHFFFAOYSA-N,Vidofludimus,Dehydrogenase,,,
JWYIGNODXSRKGP-UHFFFAOYSA-N,AZD1981,GPR,,,
VAARYSWULJUGST-UHFFFAOYSA-N,PD173955,Bcr-Abl,,,
HGVDHZBSSITLCT-UHFFFAOYSA-N,Edoxaban,Factor Xa,,,
HUFOZJXAKZVRNJ-UHFFFAOYSA-N,"Rociletinib (CO-1686, AVL-301)",EGFR,,,
VOPDXHFYDJAYNS-UHFFFAOYSA-N,RG2833 (RGFP109),HDAC,,,
NETXMUIMUZJUTB-UHFFFAOYSA-N,Apabetalone (RVX-208),Epigenetic Reader Domain,,,
DUYJMQONPNNFPI-UHFFFAOYSA-N,Osimertinib (AZD9291),EGFR,,,
YIBOMRUWOWDFLG-UHFFFAOYSA-N,Rilpivirine,Reverse Transcriptase,,,
CDJNNOJINJAXPV-UHFFFAOYSA-N,BAY 87-2243,HIF,,,
LIYLTQQDABRNRX-UHFFFAOYSA-N,CHF 5074,Gamma-secretase,,,
WWONFUQGBVOKOF-UHFFFAOYSA-N,Tasisulam,Caspase,,,
DSFNLJXHXBIKDS-UHFFFAOYSA-N,IOWH032,CFTR,,,
UPJSUQWHUVLLNW-UHFFFAOYSA-N,ARQ 621,Kinesin,,,
LPFWVDIFUFFKJU-UHFFFAOYSA-N,Poziotinib (HM781-36B),"HER2,EGFR",,,
GNMUEVRJHCWKTO-UHFFFAOYSA-N,OTX015,Epigenetic Reader Domain,,,
KFRKRECSIYXARE-UHFFFAOYSA-N,4EGI-1,Others,,,
LTLYEAJONXGNFG-UHFFFAOYSA-N,E-64,Cysteine Protease,,,
PGGUOGKHUUUWAF-UHFFFAOYSA-N,Calpeptin,Cysteine Protease,,,
MLDQJTXFUGDVEO-UHFFFAOYSA-N,Sorafenib,Raf,5,"FLT4, BRAF, KDR, RAF1, FLT3",DTXSID7041128
APOKBJZFCVDZMU-UHFFFAOYSA-N,Ascomycin (FK520),Anti-infection,,,
RXWNCPJZOCPEPQ-UHFFFAOYSA-N,Puromycin 2HCl,Anti-infection,,,
YAEMHJKFIIIULI-UHFFFAOYSA-N,AR-A014418,GSK-3,1,GSK3B,DTXSID80332270
RHXHGRAEPCAFML-UHFFFAOYSA-N,Ribociclib (LEE011),CDK,,,
OJHBQWRSUJOFQB-UHFFFAOYSA-N,E3330,DNA/RNA Synthesis,,,
USUZGMWDZDXMDG-UHFFFAOYSA-N,Osilodrostat (LCI699),Hydroxylase,2,"CYP11B1, CYP11B2",DTXSID40156570
HUNAOTXNHVALTN-UHFFFAOYSA-N,VER-49009,HSP (e.g. HSP90),,,
IWYJYHUNXVAVAA-UHFFFAOYSA-N,Trelagliptin,DPP-4,,,
MUFJHYRCIHHATF-UHFFFAOYSA-N,VGX-1027,Immunology & Inflammation related,,,
DTDZLJHKVNTQGZ-UHFFFAOYSA-N,AZD7545,Others,,,
XZAFZXJXZHRNAQ-UHFFFAOYSA-N,Voreloxin (SNS-595) hydrochloride,Topoisomerase,,,
WDPFJWLDPVQCAJ-UHFFFAOYSA-N,Darapladib (SB-480848),Phospholipase (e.g. PLA),1,PLA2G7,DTXSID70189073
AFJRDFWMXUECEW-UHFFFAOYSA-N,Afuresertib (GSK2110183),Akt,,,
XSMSNFMDVXXHGJ-UHFFFAOYSA-N,Entospletinib (GS-9973),Syk,,,
FJCDSQATIJKQKA-UHFFFAOYSA-N,Vactosertib ?(TEW-7197),TGF-beta/Smad,,,
IIXWYSCJSQVBQM-UHFFFAOYSA-N,Lorlatinib?(PF-6463922),ALK,,,
ASUGUQWIHMTFJL-UHFFFAOYSA-N,Decernotinib (VX-509),JAK,,,
IVZKZONQVYTCKC-UHFFFAOYSA-N,Pritelivir (BAY 57-1293),DNA/RNA Synthesis,,,
CQXADFVORZEARL-UHFFFAOYSA-N,Rilmenidine Phosphate,Others,,,
NKLGIWNNVDPGCA-UHFFFAOYSA-N,Erythromycin Cyclocarbonate,Anti-infection,,,
BTYYWOYVBXILOJ-UHFFFAOYSA-N,CL-387785 (EKI-785),EGFR,,,
UNCRTZNMCJCUDV-UHFFFAOYSA-N,Darolutamide (ODM-201),Androgen Receptor,,,
IIRWNGPLJQXWFJ-UHFFFAOYSA-N,AT13148,"Akt,S6 Kinase,ROCK,PKA",,,
ODIUNTQOXRXOIV-UHFFFAOYSA-N,SAR125844,c-Met,,,
VRTWBAAJJOHBQU-UHFFFAOYSA-N,Ledipasvir (GS5885),HCV Protease,,,
ADFWQBGTDJIESE-UHFFFAOYSA-N,Anacardic Acid,Histone Acetyltransferase,,,
AKMNUCBQGHFICM-UHFFFAOYSA-N,SB-334867,OX Receptor,,,
YVPGZQLRPAGKLA-UHFFFAOYSA-N,N6022,Others,,,
JLIDBLDQVAYHNE-UHFFFAOYSA-N,Abscisic Acid (Dormin）,Others,,,
RIJLVEAXPNLDTC-UHFFFAOYSA-N,Filgotinib (GLPG0634),JAK,1,JAK1,DTXSID80152935
AZXXGVPWWKWGAE-UHFFFAOYSA-N,UM171,Others,,,
GSKQMLGAUOTSKT-UHFFFAOYSA-N,PX-478 2HCl,HIF,,,
LHGUZCKPFXXVPV-UHFFFAOYSA-N,CPI-169,Histone Methyltransferase,,,
UNRWIPNEFZWESY-UHFFFAOYSA-N,Tasquinimod,HDAC,,,
SRQYLNYQAPCPIR-UHFFFAOYSA-N,MI-2 (Menin-MLL Inhibitor),Histone Methyltransferase,,,
BERLXWPRSBJFHO-UHFFFAOYSA-N,SD-208,TGF-beta/Smad,,,
PCHKPVIQAHNQLW-UHFFFAOYSA-N,Niraparib (MK-4827) tosylate,PARP,1,PARP1,DTXSID50146129
MBBCVAKAJPKAKM-UHFFFAOYSA-N,Lomitapide Mesylate,Others,,,
MBBCVAKAJPKAKM-UHFFFAOYSA-N,Lomitapide,Others,,,
QNUKRWAIZMBVCU-UHFFFAOYSA-N,SU9516,CDK,,,
UOWGYMNWMDNSTL-UHFFFAOYSA-N,3PO,phosphatase,,,
QINPEPAQOBZPOF-UHFFFAOYSA-N,Pilaralisib (XL147),PI3K,,,
RGHYDLZMTYDBDT-UHFFFAOYSA-N,"Voxtalisib (XL765, SAR245409)","mTOR,PI3K",,,
XCFRUAOZMVFDPQ-UHFFFAOYSA-N,OTS964,TOPK,,,
DREIJXJRTLTGJC-UHFFFAOYSA-N,"Peficitinib (ASP015K, JNJ-54781532)",JAK,,,
MQBZVUNNWUIPMK-UHFFFAOYSA-N,SB225002,CXCR,,,
FWLMVFUGMHIOAA-UHFFFAOYSA-N,"Defactinib (VS-6063, PF-04554878)",FAK,,,
ZXERDUOLZKYMJM-UHFFFAOYSA-N,Obeticholic Acid,FXR,1,NR1H4,DTXSID20196671
VOBHSEZBXFNLOQ-UHFFFAOYSA-N,CH5183284 (Debio-1347),FGFR,,,
VCYGDRYIXVQWHN-UHFFFAOYSA-N,SU5402,"FGFR,VEGFR",,,
YJGVMLPVUAXIQN-UHFFFAOYSA-N,Picropodophyllin (PPP),IGF-1R,15,"TUBB2B, TUBB4A, TUBB, TUBA3D, TUBA3E, TUBA4A, TUBB4B, TUBA1C, TUBB8, TUBB1, TUBB2A, TUBA1B, TUBB3, TUBB6, TUBA1A",DTXSID3045645
RJCWBNBKOKFWNY-UHFFFAOYSA-N,Omaveloxolone (RTA-408),NF-κB,,,
XYDNMOZJKOGZLS-UHFFFAOYSA-N,"Savolitinib(AZD6094, HMPL-504)",c-Met,,,
ACWBQPMHZXGDFX-UHFFFAOYSA-N,Sacubitril/valsartan (LCZ696),RAAS,,,
WUILNKCFCLNXOK-UHFFFAOYSA-N,Salirasib,Rho,,,
JZRMBDHPALEPDM-UHFFFAOYSA-N,PS-1145,IκB/IKK,,,
LMJFJIDLEAWOQJ-UHFFFAOYSA-N,AZD8186,PI3K,,,
OPAKEJZFFCECPN-UHFFFAOYSA-N,Verdinexor (KPT-335),CRM1,,,
DASWEROEPLKSEI-UHFFFAOYSA-N,Monomethyl auristatin E (MMAE),Microtubule Associated,,,
RFBVBRVVOPAAFS-UHFFFAOYSA-N,PRIMA-1,p53,,,
BGBNULCRKBVAKL-UHFFFAOYSA-N,APR-246 (PRIMA-1MET),p53,,,
YJDAOHJWLUNFLX-UHFFFAOYSA-N,NU1025,PARP,,,
MRXBCEQZNKUUIP-UHFFFAOYSA-N,AZD3839,BACE,,,
BQLDGDMKDYAGNE-UHFFFAOYSA-N,LFM-A13,BTK,,,
ZQUSFAUAYSEREK-UHFFFAOYSA-N,SB239063,p38 MAPK,,,
GYQYAJJFPNQOOW-UHFFFAOYSA-N,Gilteritinib (ASP2215),"FLT3,TAM Receptor",,,
ZADWXFSZEAPBJS-UHFFFAOYSA-N,Indoximod (NLG-8189）,IDO,,,
SCVJRXQHFJXZFZ-UHFFFAOYSA-N,6-Thio-dG,DNA/RNA Synthesis,,,
WCWSTNLSLKSJPK-UHFFFAOYSA-N,"Cabotegravir (GSK744, GSK1265744)",Integrase,,,
OSFCMRGOZNQUSW-UHFFFAOYSA-N,Elacridar (GF120918),P-gp,1,ABCB1,DTXSID90162489
SCVHJVCATBPIHN-UHFFFAOYSA-N,Emricasan,Caspase,,,
LNCOEGVEEQDKGX-UHFFFAOYSA-N,Coelenterazine,Others,,,
ALVHFWNGOPERPY-UHFFFAOYSA-N,Sunitinib,"PDGFR,c-Kit,VEGFR",2,"PDGFRB, KIT",DTXSID1041134
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Dasatinib Monohydrate,"Src,c-Kit,Bcr-Abl",4,"YES1, KIT, ABL1, SRC",DTXSID4040979
HVXBOLULGPECHP-UHFFFAOYSA-N,Combretastatin A4,Microtubule Associated,,,
NGGMYCMLYOUNGM-UHFFFAOYSA-N,Fumagillin,Anti-infection,,,
WBXPDJSOTKVWSJ-UHFFFAOYSA-N,Pemetrexed Disodium Hydrate,DHFR,3,"TYMS, GART, DHFR","DTXSID8046660, DTXSID2048329"
AAKJLRGGTJKAMG-UHFFFAOYSA-N,Erlotinib,EGFR,6,"PDGFRB, ERBB2, KDR, ERBB4, EGFR, ERBB3",DTXSID8046454
ROQZUJKOMJECOM-UHFFFAOYSA-N,Docetaxel Trihydrate,Microtubule Associated,1,BCL2,DTXSID0040464
LAMQVIQMVKWXOC-UHFFFAOYSA-N,SRT2104 (GSK2245840),Sirtuin,,,
OVPNQJVDAFNBDN-UHFFFAOYSA-N,AT7519 HCl,CDK,,,
HSPXNODNUFUFPA-UHFFFAOYSA-N,Afatinib (BIBW2992) Dimaleate,"EGFR,HER2",,,
KWRYMZHCQIOOEB-UHFFFAOYSA-N,AMG319,PI3K,,,
JGWRKYUXBBNENE-UHFFFAOYSA-N,Pexidartinib (PLX3397),"CSF-1R,c-Kit",,,
TXUZVZSFRXZGTL-UHFFFAOYSA-N,4-Hydroxytamoxifen,Estrogen/progestogen Receptor,3,"ESR1, ESRRG, ESR2","DTXSID7022384, DTXSID3037094"
KAZSKMJFUPEHHW-UHFFFAOYSA-N,Licochalcone A,Estrogen/progestogen Receptor,,,
MHJBZVSGOZTKRH-UHFFFAOYSA-N,Endoxifen HCl,Estrogen/progestogen Receptor,,,
FJZZPCZKBUKGGU-UHFFFAOYSA-N,Eliglustat,Others,,,
KSERXGMCDHOLSS-UHFFFAOYSA-N,"Ulixertinib (BVD-523, VRT752271)",ERK,,,
BURHGPHDEVGCEZ-UHFFFAOYSA-N,"Brilanestrant (GDC-0810, ARN-810)",Estrogen/progestogen Receptor,,,
