CAS Number,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
118409-57-7,CASRN,DTXSID9045215,"((3,4-Dihydroxyphenyl)methylene)-Propanedinitrile",OC1=C(O)C=C(C=C(C#N)C#N)C=C1
866206-55-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
686347-12-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1188910-76-0,CASRN,DTXSID601025976,"1-[3-(6,7-Dimethoxyquinazolin-4-yl)oxyphenyl]-3-[5-(1,1,1-trifluoro-2-methylpropan-2-yl)-1,2-oxazol-3-yl]urea",COC1=CC2=C(C=C1OC)C(OC1=CC(NC(=O)NC3=NOC(=C3)C(C)(C)C(F)(F)F)=CC=C1)=NC=N2
1260141-27-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1290543-63-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1143532-39-1,CASRN,DTXSID40150710,AZD-5363,NC1(CCN(CC1)C1=NC=NC2=C1C=CN2)C(=O)N[C@@H](CCO)C1=CC=C(Cl)C=C1
317318-84-6,CASRN,DTXSID9040760,"{4-[({2-[3-Fluoro-4-(trifluoromethyl)phenyl]-4-methyl-1,3-thiazol-5-yl}methyl)sulfanyl]-2-methylphenoxy}acetic acid",CC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C1=CC=C(C(F)=C1)C(F)(F)F
960203-27-4,CASRN,DTXSID501027850,Vortioxetine hydrobromide,Br.CC1=CC(C)=C(SC2=CC=CC=C2N2CCNCC2)C=C1
864070-44-0,CASRN,DTXSID601026093,Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1
146535-11-7,CASRN,DTXSID70163393,"6,7-Dimethoxy-3-phenylquinoxaline",COC1=C(OC)C=C2N=C(C=NC2=C1)C1=CC=CC=C1
188591-46-0,CASRN,DTXSID00384175,GSK3787,FC(F)(F)C1=CN=C(C=C1)S(=O)(=O)CCNC(=O)C1=CC=C(Cl)C=C1
206873-63-4,CASRN,DTXSID10174746,Tariquidar,COC1=C(OC)C=C2CN(CCC3=CC=C(NC(=O)C4=CC(OC)=C(OC)C=C4NC(=O)C4=CC5=CC=CC=C5N=C4)C=C3)CCC2=C1
110078-46-1,CASRN,DTXSID70869520,Plerixafor,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1
1370261-97-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
608141-41-9,CASRN,DTXSID30976289,Apremilast,CCOC1=C(OC)C=CC(=C1)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O
873436-91-0,CASRN,DTXSID20236288,PU-H71,CC(C)NCCCN1C(SC2=C(I)C=C3OCOC3=C2)=NC2=C(N)N=CN=C12
1207360-89-1,CASRN,DTXSID40152996,GDC-0349,CCNC(=O)NC1=CC=C(C=C1)C1=NC2=C(CCN(C2)C2COC2)C(=N1)N1CCOC[C@@H]1C
934660-93-2,CASRN,DTXSID60239435,Cobimetinib,[H][C@]1(CCCCN1)C1(O)CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1
1257044-40-8,CASRN,DTXSID30154863,ABT-199,CC1(C)CCC(CN2CCN(CC2)C2=CC(OC3=CN=C4NC=CC4=C3)=C(C=C2)C(=O)NS(=O)(=O)C2=CC(=C(NCC3CCOCC3)C=C2)[N+]([O-])=O)=C(C1)C1=CC=C(Cl)C=C1
441798-33-0,CASRN,DTXSID50196063,Macitentan,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1
1097917-15-1,CASRN,DTXSID90149038,ASP-3026,COC1=C(NC2=NC=NC(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)C=CC(=C1)N1CCC(CC1)N1CCN(C)CC1
192441-08-0,CASRN,DTXSID60172838,Lomeguatrib,NC1=NC2=C(NC=N2)C(OCC2=CC(Br)=CS2)=N1
937272-79-2,CASRN,DTXSID801045679,Pacritinib,C(CN1CCCC1)OC1=CC=C2C=C1COC\C=C\COCC1=CC(=CC=C1)C1=CC=N\C(N1)=N\2
920113-03-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1228108-65-3,CASRN,DTXSID20153724,Sabutoclax,C[C@@H](CNC(=O)C1=C2C=C(C)C(=C(O)C2=CC(O)=C1O)C1=C(O)C2=CC(O)=C(O)C(C(=O)NC[C@H](C)C3=CC=CC=C3)=C2C=C1C)C1=CC=CC=C1
618385-01-6,CASRN,DTXSID201009336,Vorapaxar,[H][C@@]12C[C@]3([H])C[C@@H](CC[C@@]3([H])[C@H](\C=C\C3=CC=C(C=N3)C3=CC(F)=CC=C3)[C@]1([H])[C@@H](C)OC2=O)NC(=O)OCC
218600-53-4,CASRN,DTXSID5048764,Bardoxolone methyl,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)[C@]2([H])C(=O)C=C2[C@@]1(C)CC[C@@]1([H])C(C)(C)C(=O)C(=C[C@]21C)C#N)C(=O)OC
1542705-92-9,CASRN,DTXSID801022542,CB-5083,CC1=CC2=C(C=CC=C2C(N)=O)N1C1=NC2=C(COCC2)C(NCC2=CC=CC=C2)=N1
1018899-04-1,CASRN,DTXSID20144314,LX-4211,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1
160098-96-4,CASRN,DTXSID80166799,"2-(2-Furanyl)-7-(2-phenylethyl)-7H-pyrazolo[4,3-e][1,2,4]triazolo[1,5-c]pyrimidin-5-amine",NC1=NC2=C(C=NN2CCC2=CC=CC=C2)C2=NC(=NN12)C1=CC=CO1
139180-30-6,CASRN,DTXSID80160954,"4-[2-[7-Amino-2-(2-furyl)[1,2,4]triazolo[2,3-a][1,3,5]triazin-5-ylamino]ethyl]phenol",NC1=NC(NCCC2=CC=C(O)C=C2)=NC2=NC(=NN12)C1=CC=CO1
1217094-53-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1420477-60-6,CASRN,DTXSID401026209,Acalabrutinib,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1
200484-11-3,CASRN,DTXSID20942059,N''-[6-(4-Chlorophenoxy)hexyl]-N-cyano-N'-pyridin-4(1H)-ylideneguanidine,ClC1=CC=C(OCCCCCCN=C(NC#N)N=C2C=CNC=C2)C=C1
390362-78-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
623152-17-0,CASRN,DTXSID90211380,BMS-582949,CCCNC(=O)C1=CN2N=CN=C(NC3=C(C)C=CC(=C3)C(=O)NC3CC3)C2=C1C
449811-01-2,CASRN,DTXSID90963312,"6-(2,4-Difluorophenoxy)-2-[(1,5-dihydroxypentan-3-yl)imino]-8-methyl-2,8-dihydropyrido[2,3-d]pyrimidin-7(3H)-one",CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CNC(=NC(CCO)CCO)N=C12
115104-28-4,CASRN,DTXSID5048390,MK-571,CN(C)C(=O)CCSC(SCCC(O)=O)C1=CC(\C=C\C2=NC3=CC(Cl)=CC=C3C=C2)=CC=C1
256376-24-6,CASRN,DTXSID90180320,BAY-41-2272,NC1=NC(=NC=C1C1CC1)C1=NN(CC2=CC=CC=C2F)C2=C1C=CC=N2
53003-10-4,CASRN,DTXSID4048486,Salinomycin,CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]1O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@H]3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C(O)=O
144875-48-9,CASRN,DTXSID7040603,Resiquimod,CCOCC1=NC2=C(N1CC(C)(C)O)C1=CC=CC=C1N=C2N
926037-48-1,CASRN,DTXSID90239069,Radotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=NC=CN=C3)=C(C)C=C2)=C1)C(F)(F)F
625115-55-1,CASRN,DTXSID50978109,Riociguat,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=CC=CC=C2F)C2=C1C=CC=N2
127373-66-4,CASRN,DTXSID9048304,Sivelestat,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)NCC(O)=O
1154028-82-6,CASRN,DTXSID80151089,Molidustat,O=C1N(NC=C1N1C=CN=N1)C1=CC(=NC=N1)N1CCOCC1
55837-20-2,CASRN,DTXSID0048260,Halofuginone,O[C@@H]1CCCN[C@H]1CC(=O)CN1C=NC2=CC(Br)=C(Cl)C=C2C1=O
50-07-7,CASRN,DTXSID2020898,Mitomycin C,CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O
1357470-29-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1382979-44-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1439901-97-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1173699-31-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
960539-70-2,CASRN,DTXSID501337360,Daprodustat,OC(=O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O
199666-03-0,CASRN,DTXSID20415218,Ro 61-8048,COC1=C(OC)C=C(C=C1)S(=O)(=O)NC1=NC(=CS1)C1=CC(=CC=C1)[N+]([O-])=O
1286770-55-5(free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
706782-28-7,CASRN,DTXSID50220958,Pimavanserin tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1.CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1
890128-81-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1383982-64-6,CASRN,DTXSID401032008,Lanabecestat,CO[C@H]1CC[C@@]2(CC3=CC=C(C=C3[C@@]22N=C(C)C(N)=N2)C2=CN=CC(=C2)C#CC)CC1
1532533-67-7,CASRN,DTXSID601337137,Umbralisib,CC(C)OC1=CC=C(C=C1F)C1=NN([C@@H](C)C2=C(C3=CC(F)=CC=C3)C(=O)C3=C(O2)C=CC(F)=C3)C2=C1C(N)=NC=N2
1640292-55-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1345407-05-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
935273-79-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1446502-11-9,CASRN,DTXSID801027942,Enasidenib,CC(C)(O)CNC1=NC(NC2=CC=NC(=C2)C(F)(F)F)=NC(=N1)C1=CC=CC(=N1)C(F)(F)F
1448347-49-6,CASRN,DTXSID801027928,Ivosidenib,FC1=CC(=CN=C1)N([C@H](C(=O)NC1CC(F)(F)C1)C1=CC=CC=C1Cl)C(=O)[C@@H]1CCC(=O)N1C1=CC(=CC=N1)C#N
1554458-53-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
845614-11-1,CASRN,DTXSID80233556,Bitopertin,C[C@H](OC1=C(C=C(C=C1)S(C)(=O)=O)C(=O)N1CCN(CC1)C1=C(F)C=C(C=N1)C(F)(F)F)C(F)(F)F
1384426-12-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
118414-82-7,CASRN,DTXSID5041067,MK 886,CC(C)C1=CC=C2N(CC3=CC=C(Cl)C=C3)C(CC(C)(C)C(O)=O)=C(SC(C)(C)C)C2=C1
854107-55-4,CASRN,DTXSID50234631,Ponesimod,CCC\N=C1/S\C(=C/C2=CC(Cl)=C(OC[C@H](O)CO)C=C2)C(=O)N1C1=CC=CC=C1C
828934-41-4,CASRN,DTXSID40720952,Sodium (2R)-2-[6-(4-chlorophenoxy)hexyl]oxirane-2-carboxylate,[Na+].[O-]C(=O)[C@@]1(CCCCCCOC2=CC=C(Cl)C=C2)CO1
1489389-18-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
847591-62-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
148-82-3,CASRN,DTXSID6020804,Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
1001908-89-9,CASRN,DTXSID501029656,"N-[2-(3-{[(3R)-3-Hydroxy-1-pyrrolidinyl]methyl}imidazo[2,1-b][1,3]thiazol-6-yl)phenyl]-2-naphthamide",O[C@@H]1CCN(CC2=CSC3=NC(=CN23)C2=CC=CC=C2NC(=O)C2=CC=C3C=CC=CC3=C2)C1
1849590-01-7,CASRN,DTXSID601022534,Tomivosertib,CC1=C2N(C(=O)C(NC3=NC=NC(N)=C3)=C1)C1(CCCCC1)NC2=O
1801747-42-1(free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
1093119-54-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1431280-51-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1448428-04-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1353550-13-6,CASRN,DTXSID001319119,Olmutinib,CN1CCN(CC1)C1=CC=C(NC2=NC(OC3=CC=CC(NC(=O)C=C)=C3)=C3SC=CC3=N2)C=C1
106566-58-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
126411-39-0,CASRN,DTXSID90332221,SR 12813,CCOP(=O)(OCC)C(=CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)P(=O)(OCC)OCC
1337878-62-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
41964-07-02,Searched by Synonym: Found 0 results,N/A,N/A,N/A
1386874-06-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1693758-51-8,CASRN,DTXSID301336580,Eganelisib,C[C@H](NC(=O)C1=C2N=CC=CN2N=C1N)C1=CC2=C(C(=O)N1C1=CC=CC=C1)C(=CC=C2)C#CC1=CN(C)N=C1
1467057-23-3,CASRN,DTXSID701357156,6-Chloro-5-[4-(1-hydroxycyclobutyl)phenyl]-1H-indole-3-carboxylic acid,OC(=O)C1=CNC2=CC(Cl)=C(C=C12)C1=CC=C(C=C1)C1(O)CCC1
1313883-00-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1672665-49-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1621862-70-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
937263-43-9,CASRN,DTXSID601027958,Tucatinib,CC1=CC(NC2=C3C=C(NC4=NC(C)(C)CO4)C=CC3=NC=N2)=CC=C1OC1=CC2=NC=NN2C=C1
1262417-51-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
66611-37-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1639042-08-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1883423-59-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
875787-07-8,CASRN,DTXSID901026016,2-[(2-Chloro-4-fluorophenyl)methyl]-3-(4-fluorophenyl)-7-(trifluoromethyl)indazole,FC1=CC=C(C=C1)C1=C2C=CC=C(C2=NN1CC1=C(Cl)C=C(F)C=C1)C(F)(F)F
1792999-26-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1642300-52-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1445993-26-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1346242-81-6,CASRN,DTXSID001027936,Erdafitinib,COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1
1265965-22-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
925206-65-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1402438-74-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1448232-80-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
127317-03-7,CASRN,DTXSID70657520,Histidylseryl-alpha-aspartylglycylisoleucylphenylalanylthreonyl-alpha-aspartylseryltyrosylserylarginyltyrosylarginyllysylglutaminylmethionylalanylvalyllysyllysyltyrosylleucylalanylalanylvalylleucinamide,CCC(C)C(NC(=O)CNC(=O)C(CC(O)=O)NC(=O)C(CO)NC(=O)C(N)CC1=CNC=N1)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)O)C(=O)NC(CC(O)=O)C(=O)NC(CO)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CO)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(CCC(N)=O)C(=O)NC(CCSC)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(N)=O
137061-48-4,CASRN,DTXSID7037682,Pituitary adenylate cyclase-activating polypeptide,N/A
143748-18-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1140964-99-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
97322-87-7,CASRN,DTXSID8023719,Troglitazone,CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C
123653-11-2,CASRN,DTXSID8041084,NS398,CS(=O)(=O)NC1=C(OC2CCCCC2)C=C(C=C1)[N+]([O-])=O
1952251-28-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1643913-93-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1799753-84-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
262438-43-7,CASRN,DTXSID60180877,ATN 161,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(N)=O
256476-36-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1238697-26-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1316215-12-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
2070015-26-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1197397-89-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1622848-92-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
899805-25-5 (free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
192705-79-6,CASRN,DTXSID20416144,"1-(2-Amino-6-(3,5-dimethoxyphenyl)-pyrido(2,3-d)pyrimidin-7-yl)-3-tert-butyl urea",COC1=CC(=CC(OC)=C1)C1=C(NC(=O)NC(C)(C)C)N=C2N=C(N)N=CC2=C1
106362-34-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1707289-21-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1357920-84-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
320367-13-3,CASRN,DTXSID301029581,Lixisenatide,N/A
475205-49-3,CASRN,DTXSID40197185,A-317491,OC(=O)C1=CC(C(O)=O)=C(C=C1C(=O)N(CC1=CC(OC2=CC=CC=C2)=CC=C1)[C@H]1CCCC2=CC=CC=C12)C(O)=O
1224887-10-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1196541-47-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1951483-29-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1792180-81-4,CASRN,DTXSID301356920,"1-{(2S,5R)-2-Methyl-5-[(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl}prop-2-en-1-one",C[C@H]1CC[C@H](CN1C(=O)C=C)NC1=NC=NC2=C1C=CN2
733030-01-8,CASRN,DTXSID001084752,"Thymidine, α,α,α-trifluoro-, mixt. with 5-chloro-6-[(2-imino-1-pyrrolidinyl)methyl]-2,4(1H,3H)-pyrimidinedione hydrochloride (1:1)",N/A
1446321-46-5,CASRN,DTXSID801027954,Voxelotor,CC(C)N1N=CC=C1C1=C(COC2=CC=CC(O)=C2C=O)C=CC=N1
1708971-55-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1353563-85-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1492952-76-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1201913-82-7,CASRN,DTXSID70152722,Tofogliflozin monohydrate,O.CCC1=CC=C(CC2=CC3=C(CO[C@]33O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)C=C1
1362850-20-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1801343-74-7,CASRN,DTXSID501339192,"6'-Amino-N-[2-(4-morpholinyl)oxazolo[4,5-b]pyridin-6-yl][2,3'-bipyridine]-6-carboxamide",NC1=CC=C(C=N1)C1=NC(=CC=C1)C(=O)NC1=CN=C2N=C(OC2=C1)N1CCOCC1
1286770-55-5,CASRN,DTXSID301020622,Verubecestat,CN1C(N)=N[C@@](C)(CS1(=O)=O)C1=CC(NC(=O)C2=CC=C(F)C=N2)=CC=C1F
1226781-44-7,CASRN,DTXSID70153678,Omarigliptin,CS(=O)(=O)N1C=C2CN(CC2=N1)[C@H]1CO[C@@H]([C@@H](N)C1)C1=C(F)C=CC(F)=C1
1616493-44-7,CASRN,DTXSID701032295,Chidamide,NC1=C(NC(=O)C2=CC=C(CNC(=O)\C=C\C3=CC=CN=C3)C=C2)C=CC(F)=C1
1437321-24-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1129403-56-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1123837-84-2,CASRN,DTXSID801100124,Sitravatinib,COCCNCC1=CC=C(N=C1)C1=CC2=NC=CC(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3F)=C2S1
1802929-43-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1039455-84-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1268454-23-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1802220-02-5,CASRN,DTXSID001358953,Repotrectinib,C[C@H]1CNC(=O)C2=C3N=C(N[C@H](C)C4=CC(F)=CC=C4O1)C=CN3N=C2
1353644-70-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1174428-47-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1446261-44-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
150915-40-5,CASRN,DTXSID5048635,Tirofiban hydrochloride monohydrate,O.Cl.CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
862896-30-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
no CAS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
1304630-27-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
432001-19-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
34240-05-06,Searched by Synonym: Found 0 results,N/A,N/A,N/A
1234356-69-4,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1644545-52-7,CASRN,DTXSID101358863,Vorasidenib,C[C@@H](NC1=NC(=NC(N[C@H](C)C(F)(F)F)=N1)C1=NC(Cl)=CC=C1)C(F)(F)F
2156-56-1,CASRN,DTXSID8037207,Sodium dichloroacetate,[Na+].[O-]C(=O)C(Cl)Cl
1923833-60-6,CASRN,DTXSID801358838,Linrodostat,[H][C@]1(CC[C@@H](CC1)C1=CC=NC2=C1C=C(F)C=C2)[C@@H](C)C(=O)NC1=CC=C(Cl)C=C1
761423-87-4,CASRN,DTXSID701032738,Ipragliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(F)C(CC2=CC3=C(S2)C=CC=C3)=C1
266359-83-5,CASRN,DTXSID6046509,Reparixin,CC(C)CC1=CC=C(C=C1)[C@@H](C)C(=O)NS(C)(=O)=O
1375465-91-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
198474-05-4,CASRN,DTXSID00630149,"3-(5-Fluoro-1H-indol-3-yl)pyrrolidine-2,5-dione",FC1=CC2=C(NC=C2C2CC(=O)NC2=O)C=C1
1616392-22-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1876467-74-1(free base),Searched by Synonym: Found 0 results,N/A,N/A,N/A
1639417-53-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1807861-48-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1702259-66-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
2089288-03-7,CASRN,DTXSID501358958,AZD-1390,CC(C)N1C(=O)N(C)C2=C1C1=CC(=C(F)C=C1N=C2)C1=CN=C(OCCCN2CCCCC2)C=C1
919486-40-1,CASRN,DTXSID30238798,AS-1517499,NC(=O)C1=CN=C(NCCC2=CC(Cl)=C(O)C=C2)N=C1NCC1=CC=CC=C1
610318-03-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1654725-02-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1146618-41-8,CASRN,DTXSID10648376,"Methanesulfonic acid--N-(3-chlorophenyl)-N'-(5-{2-[(thieno[3,2-d]pyrimidin-4-yl)amino]ethyl}-1,3-thiazol-2-yl)urea (1/1)",CS(O)(=O)=O.ClC1=CC=CC(NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2)=C1
2095393-15-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1820889-23-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1225278-16-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
2138861-99-9,CASRN,DTXSID101022541,ABBV-744,CCNC(=O)C1=CC2=C(N1)C(=O)N(C)C=C2C1=C(OC2=C(C)C=C(F)C=C2C)C=CC(=C1)C(C)(C)O
1903008-80-9,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1360460-82-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1414943-88-6,Searched by CASRN: Found 0 results,N/A,N/A,N/A
No CAS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
1570496-34-2,CASRN,DTXSID701357194,"5-(5-Methyl-1-(3-(4-(methylsulfonyl)piperidin-1-yl)benzyl)-1H-1,2,4-triazol-3-yl)-3-(4-(trifluoromethoxy)phenyl)-1,2,4-oxadiazole",CC1=NC(=NN1CC1=CC(=CC=C1)N1CCC(CC1)S(C)(=O)=O)C1=NC(=NO1)C1=CC=C(OC(F)(F)F)C=C1
1352792-74-5,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1225037-39-7,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1557267-42-1,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1800398-38-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1354690-24-6,CASRN,DTXSID501358746,Leniolisib,CCC(=O)N1CC[C@@H](C1)NC1=C2CN(CCC2=NC=N1)C1=CN=C(OC)C(=C1)C(F)(F)F
1612888-66-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
942507-42-8,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1442472-39-0,CASRN,DTXSID201027956,Ripretinib,CCN1C(=O)C(=CC2=CN=C(NC)C=C12)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1
1448584-12-0,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1323403-33-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
1467093-03-3,Searched by CASRN: Found 0 results,N/A,N/A,N/A
